1,$\bar{1}$,2,$m$,$2/m$,222,$mm2$,$mmm$,$\bar{4}$,4,$\bar{4}2m$,422,$4/m$,$4mm$,$4/mmm$,3,$\bar{3}$,32,$3m$,$\bar{3}m$,$\bar{6}$,$\bar{6}m2$,6,622,$6/m$,$6mm$,$6/mmm$,23,432,$m\bar{3}$,$\bar{4}3m$,$m\bar{3}m$,$\infty$
 a624, a624, a624, a624, a624,0,0,0,0,0,0,0,0,0,0,        - (3*a115)/4 - a125/4 - a146/2,        - (3*a115)/4 - a125/4 - a146/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a625, a625,0,0,0,0,0,0,0,0,0,0,0,0,0,          (3*a114)/4 + a124/4 - a156/2,          (3*a114)/4 + a124/4 - a156/2,          (3*a114)/4 + a124/4 - a156/2,          (3*a114)/4 + a124/4 - a156/2,          (3*a114)/4 + a124/4 - a156/2,0,0,0,0,0,0,0,0,0,0,0,0,
 a626, a626, a626, a626, a626, a626, a626, a626,  a616,  a616, a616, a616,  a616, a616, a616, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, (3*a111)/8 - a112/4 - a122/8 - a166/2, a434, a424, a434, a424, a424,
 a633, a633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a634, a634, a634, a634, a634,0,0,0,0,0,0,0,0,0,0,                                 -a135,                                 -a135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a635, a635,0,0,0,0,0,0,0,0,0,0,0,0,0,                                  a134,                                  a134,                                  a134,                                  a134,                                  a134,0,0,0,0,0,0,0,0,0,0,0,0,
 a636, a636, a636, a636, a636, a636, a636, a636,  a636,  a636, a636, a636,  a636, a636, a636,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2,                       a113/2 - a123/2, a414, a414, a414, a414, a414,
 a644, a644,0,0,0,0,0,0,  a644,  a644,0,0,  a644,0,0,                                  a145,                                  a145,0,0,0,                                  a145,0,                                  a145,0,                                  a145,0,0,0,0,0,0,0,
 a645, a645, a645, a645, a645, a645, a645, a645,  a645,  a645, a645, a645,  a645, a645, a645,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2,                       a155/2 - a144/2, a456, a456, a456, a456, a456,
 a646, a646,0,0,0,0,0,0,0,0,0,0,0,0,0,              a124/4 - a114/4 + a156/2,              a124/4 - a114/4 + a156/2,              a124/4 - a114/4 + a156/2,              a124/4 - a114/4 + a156/2,              a124/4 - a114/4 + a156/2,0,0,0,0,0,0,0,0,0,0,0,0,
 a655, a655,0,0,0,0,0,0, -a644, -a644,0,0, -a644,0,0,                                 -a145,                                 -a145,0,0,0,                                 -a145,0,                                 -a145,0,                                 -a145,0,0,0,0,0,0,0,
 a656, a656, a656, a656, a656,0,0,0,0,0,0,0,0,0,0,              a125/4 - a115/4 - a146/2,              a125/4 - a115/4 - a146/2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
 a666, a666,0,0,0,0,0,0,0,0,0,0,0,0,0,                       a126/2 - a116/2,                       a126/2 - a116/2,0,0,0,                       a126/2 - a116/2,0,                       a126/2 - a116/2,0,                       a126/2 - a116/2,0,0,0,0,0,0,0,
